stemmed_review,label
matap,positif
muas,positif
tahan goyah,positif
layan nya respon cepat,positif
turunin reting nya karna shope nya turun rating karna kecewa pake jasa kirim nya sicepat bego kali kirim sicepat bikin kecewa tolong shope putus bisnis sicepat sicepat xxxx sigesit xxxx silemot,negatif
suka pemberitahuan estimasi,positif
alhamdulillah paket nya dah dtng barang bagus skali,positif
baik belanja gratis ongkir,positif
shopee tuh kadang suka ga udah diskon ga alas udah pakai belanja aneh sih klo ga niat ya ga kasih diskon klo pajang doang,negatif
oke banget,positif
bismillah,positif
respon cepat,positif
kesini sistem monopoli driver antar dapet ongkir ga customernya suruh bayar embel pesan prioritas,negatif
mantep aplikasi nya bagus,positif
shopee mantap,positif
bagus,positif
user seller sedih banget pas tau driver dpt order anter ongkos klo disatuin order dpt ongkos yg jauh aja mending klo bgtu jarang mah tenaga hitung dzolim banget sih platform,negatif
shopee oke,positif
bagus lengkap cepat suka shoppe,positif
shopee tolong balikin jnt paket kalo pake jne lot bgt tgl mentok mulu bekas udh bener pake jnt aja spx yg mantep jnt yg depak anehhh coba deh liat yg viral shop biar tau customer suka yg,negatif
ongkir mahal doang,positif
guna,positif
barang pilih mudah cari pokok bantu banget,positif
oke moga apk nya top voucher nya,positif
bagus,positif
apk bagus,positif
bagus mantap cocok gambar,positif
bagus anti gagal promo anti ongkir,positif
aplikasi ga tipu jelas proses gitu aja ga tindak aplikasi ga,negatif
bug kait estimasi antar next baik,positif
muas,positif
pake shopee muas bgt,positif
mantap,positif
moga baik penggunax,netral
halo shopee kecewa cecout cod pesan and produk lai mohon bantu solusi gimna tuh,positif
mantaf,positif
aplikasi bantu butuh hari,positif
semenjak belanja shopee hemat ratus ribu butuh hari terimakasih shopee,positif
god online shop shopee,positif
puas blenja,positif
oke,positif
shopee bantu belanja online,positif
bagus,positif
mudah an jua amanah jujur belanja pas sesuai pesan tetumakasih,positif
gak ambil tempat,netral
terima kasih,positif
kirim cepat bingung beli pc,positif
aplkasi nya baguss,positif
manfaat mudah,positif
diskon banyakinnn,positif
kurir,netral
mantap,positif
,negatif
is the best,positif
bagus percaya si ungu ksini ksana kembali dana nunggu cepat proses unggah video pakai pulsa tahan layan shoope,positif
shopee mantap gak kecewa belanja shopee joooos,positif
barang sesuai pesan yg cacat bagus twrima kkasih seller curriernya yg,positif
aplikasi gak cod nya guna aplikasi skrg gak semenjak gak cod nya,negatif
,positif
ok,positif
aplikasi shopee lahh baguss murah hargaa jangkau,positif
suka lot kirim pakai spx tgl kirim udah mesti mundur hari muas layan spx,negatif
belanja cepat mudah,positif
expedisi ya,positif
belanja,positif
good job,positif
bagus,positif
mantul,positif
bagus bangettt murah murah apk voucher nya,positif
,positif
bagus,netral
i love shopee,positif
oke harga sesuai produk kualitas,positif
keren,positif
kirim,positif
mudah,positif
bayar seabank download jafdi playstor nyelesaiin doownload bayat,positif
alhamdulillah barang bagus murah discount t o p,positif
lot,negatif
moga jaya,positif
bagus,positif
belanja online mudah shopee,positif
bagus suka,positif
keren dah,positif
retur barang yg harga atas jt proses nya lambat udah minggu dana kembali ngatasin aja ga kelar banget pikir yg belanja aplikasi oren,negatif
barang nya bagus kurir nya,positif
bantu,positif
bagus pesan,positif
kirim barang pas barang sesuai dgn pesan,positif
bagus,positif
kirim lelet kirim cepat j t,negatif
affilied shopee komisi nya masyaallah mlah banyak gda komisi nya nol hati pindah lain hati,negatif
mantap,positif
layan bagus,positif
good,positif
yg butuh tinggal klik shopee,positif
ya barang sesuai,positif
bagus,positif
mantap layan cepat akurat,positif
oke,positif
lumayan,positif
aplikasi bagus,positif
amana,positif
aplikasi mantap antar tdk jne jnt antar yg skrg buruk skali barang gagal d retur alas yg,positif
bonus gratis ongkir suka,positif
bagus,positif
shopi banget,positif
nang cepat santun trimakasih,positif
puas belanja shopee,positif
akun paylater nonaktif ga alas pakai tahun skrang ga d,negatif
mantap lengkap,positif
bintang vuntuk shopee,positif
ok,positif
payah mesin capit ga beres ngabisin ngabisin koin,negatif
mantap,positif
bagus,positif
j t keluarin seller kecewa berat,negatif
amanah,positif
mantap,positif
always okay shopee,positif
hapus aja opsi shopeefood,negatif
bantu kala malas belanja pasar barang aplikasi jelajah pasar indonesia pakai shoope saran shoope toko bayang majang shoope tipu,positif
ok dehh,positif
kali pesan miss route gilir ngerefund uang proses nya,negatif
tetap amanah,positif
kecewa jasa kirim j t nya hapus soalanya kalo desa tuju j t,positif
mantap,positif
good,positif
sopee mantap akses transaksi belanja mudah,positif
keren aja fitur mudah banget voucher discount nya shop efood gaperna pusing mikirin harga mahal goodjob,positif
lumayan,positif
cocok,negatif
puassss shoope,positif
pokok nggk belanja dishope kembali sulit tolak mulu bukti tolak tolong periksa mata admin shope min min coustemer mengalamai kendala selesai nya,negatif
bagus,positif
sukaa bgtt apk ini seringg gratis ongkir pokonyaa cintaa bgttt,positif
good,positif
jasa kirim spx lot banget gak kayak jnt cepat,negatif
barang sesuai kirim lacak pemberitahuan kirim kurir top,positif
aplikasi gak beli muncul tulis halaman sedia,negatif
mudah belanja g ribet duduk manis pilih barang yg sesuai dompet,positif
bagus aj si kl kt ku,positif
,positif
pilih voucer,positif
good job,positif
layan muas tp yg baik,positif
spaylater masalah ya maret kemarin suruh coba aktif april aktif pas pake spaylater masalah spaylater nya suruh mei aktif tulis spaylater maaf beri pinjam sila coba mei mohon arah shopee biar kecewak,negatif
mudah belanja antar rumah jual ramah amanah toko kurir ramah ongkir sesuai,positif
sedia layan tipu bijak buruk rugi rame uninstal,negatif
alhamdulillah sy suka shopee klu pesan sy yg tdk sesuai langsung bijak dri shopee mksh shopee depan moga sukses lancar aminnnnn,positif
muas,positif
buka postingan barang halaman sedia jaring full arah halaman utama,negatif
apk gk gk sesuai estimasi nya,negatif
belanja mudah murah anti ribet lope u shopee,positif
pokoe mantab,positif
mala kirim masak beli kirim minggu sih emang gak solusi atas kirim,positif
bagus,positif
kirim lambat kayak siput mati kirim kota aja ga jadwal berangkat lambat gara gara nungguin paket shopee kirim spx,negatif
aman amanah belanja shopee,positif
skrg bnyk kurir yg gk jujur pesan blm terima tpi apl sdh terima padhl barang blm tuju,netral
member platinum biasa pakai jnt pakai spx sampai payah banget asli lihat kalo lelet tutup akun opsi baik,negatif
bagus alangkah bagus nama dishopee profil tambah nama jual beli mes terima kasih,positif
bagus,positif
proses kembali barang adil merugilan seller,negatif
aplikasi baguss suka,positif
bantu butuh belanja,positif
bagus sih tpi kulir nya gk rama,netral
bagus,positif
bagus tambah belanja shopee,positif
bagus,positif
shope emang luarbiasa,positif
suka banget belanja shopee pas pesan terimakasih shopee,positif
ok muas,positif
bantu karna daera pencil aplikasi mantap sukses lalau,positif
mantap shopee,netral
shopee pas belanja butuh serba lengkap harga murah jangkau masyarakat indonesia,positif
knp buka langsung nyala vidio live nya bikin lot,negatif
keren,positif
aplikasi ga gua mesan paket kirim gagal jdi batalin gua mesan tu paket sblm lebaran,negatif
puas banget mudah belanja butuh keluarga pribadi trimakasih shopee,positif
belanja mudah,positif
puas,positif
shope tlong aplikasi nya bagus lg nyari baca nya halaman sedia trus gmna check out klo kya gtu pdhal udh update kya gtu tlong cpat baik check out ga nih muter ajh gmna si pas update layan aplikasi nya jelek kesel jdi nya,negatif
bagus,positif
good marketplace,positif
puas karna pakai jasa jnt skrng kirim lama benci alih tiktok cepat percaya,negatif
moga allah jadi bebas haram allah jual beli,positif
j t expedisi baik j t teman shopee aja langsung out j t marketplace lu moga marketplace lu bangkrut amiiinn j t kenal ramah gercep spx banget jawa barat jakarta j t cuman doang pakai reguler std jugak yuk pindah tiktok shop aja pindah tiktokshop,negatif
min adain fitur nomer whatsapp kurir,negatif
bagus,positif
cepat kirim paket,positif
yh,positif
shopee mmng baik,positif
layan muas,positif
discon,positif
mending kemarin lancar,positif
,positif
mantap,positif
mantab,positif
pilih spx kirim kurir krna antar bawa shoope suka hati ubah jadwal kirim,negatif
shopee jaya keren,positif
kirim cepat,positif
belanja online serba depan kualitas kualitas barang layan,positif
kesel barang kembali jual kembali dana cuman belanja rb,negatif
keren da bagus,positif
layan bagus profesional terima kasih mudah utk belanja,positif
checkout muncul tulis halaman masalah gimana sih udh update,negatif
belanja barang yg hrs d bayar cod d konfirmasi pd kembali barang harap kembali uang spx cengkareng selesai nya kurir pesan sich ga ya jd yg hati hati barang tdk pesan d bayar a n,negatif
apk dik butuh,positif
parah kirim bener bener kacau paket estimasi minggu paket co tgl april jakarta jalan sampe tolong baik sistem kirim nya,negatif
maaf ya shopee ngasih bintang suka ngelag mulu maaf ya,netral
sgt bgus si shopee skrg d penuh bonus coin yg tarik,positif
go od,positif
ok,positif
bintang aja,positif
yapsbagus,positif
keren,positif
good joob,positif
good aplication,positif
,positif
bagus,positif
bug halaman sedia,negatif
shopee is the best,positif
bagus hadiah iphone shopee sampe tanggal april,positif
pakai j t cepat sicepat nama aja sicepat asli lot,negatif
,netral
video shopnya langsung jalan lot aplikasi nya,positif
manja langgan,positif
brg ses pesan wkt kirim ses jadual tulis,positif
kadang promo delivery instan gratis kirim dr kota tracking jalan jd barang posisi mana,positif
terimakasih,positif
jual produk ori dibatasin puma nike jual kawean gak ruwet kaya negara pantes pabrik kabur banyak atur rb produk batas ratus,negatif
aplikasi brengsek pesan udh tunggu hari batal pdhal udh transfer bank kembali saldo shopepay gk,negatif
bagus,positif
bagus,positif
amanah alhamdulillah salah pesan,positif
hai bolak mengupdate shoope step ikut shoope halaman utama,netral
puas layan shopee,positif
suka shopee rena diskon gerat ongkir,positif
okay mntap,positif
ad ap sih sm sopi ktika sy buka spaylat g bs dbuka yh trs co jg lelet it knpa pdhl udh update udh pke wifi udh pke data ttep g bsa cba saran y in gmna,positif
mantaps,positif
belanja butuh hari bagus,positif
mudah belanja,positif
shopee emang keren,positif
oke,positif
shoping j lbh praktis,positif
bagus,positif
shopee barang barang lengkap kurir,positif
masalah cek produk muncul halaman sedia kayak gin mah tinggal pindah toko belah aja koneksi internet bagus buka apps lancar aja pas cek produk shopee nggak nggak rekomen sih ni shopee bug nya,negatif
mntap pokokny mah,positif
good life,positif
pesan instant shoppe pakai spx salah kirim donk instant sameday nya pesan dal antar tindak lamban lemah kurir jg gak pny tanggung,negatif
tarik,positif
bagus,positif
shopee kren kerjasamanya,positif
paket yg batal trus seller toko nya yg salah kurir yg kena dampak buruk nya akun guna shope gak cod,netral
ngk jls,positif
mantap bgt sih shopee tp sayang jual jual yg dikatain barang sesuai gambar tp pas gambar tolong kpd shopee perhati jual kaya gtu,netral
barang murah murah kualitas,positif
shopee tawar alam belanja online cepat murah juta guna hari guna jual beli aman nikmat tawar fitur baik belanja online produk lokal no temu agam produk lokal baik shopee bebas ongkir indonesia interaksi lihat langsung produk f,positif
cod,netral
baik,positif
donlot lazada enak shopee,positif
aplikasi mantap,positif
k biaya tangan sopee mahal y harusny gratis ongkir biaya tangan murah lho,positif
beli shopeefood dpt bug makan udh dicancel duit ga mantapppppp,positif
shopee i lope youuuurr jual yg verifikasi efek korban dagang fake ol shop,positif
,positif
barang yg cari aplikasi mudah,positif
layan shopee bagus,positif
bantu,positif
bagus,positif
shopee payah kirim super lelet ga satset kayak dlu pindah tiktok tokped aja,negatif
mudah belanja online,positif
bagus,positif
bantu,positif
barang nya sesuai nggak ribet kalo,positif
bagus berat bangett ngeleg kdang sampe sendiri,positif
neng belanja shoppe barang bgus sesuai,positif
belanja shopee aja,negatif
ya shopee nya da bagus cepat respon cuman jual yg gak amanah,positif
bagus banget percaya kalo beli hape ga tau,positif
alhamdulillah belanja shopee sll muas,positif
bagus,positif
ok,positif
ok,positif
shopee tindak profesional marketplace percaya,positif
belanja online sesuai kantong bebas pilih n tenaga buang n keluarin uang bensin barang anterin shopee bintang mu,positif
bagus,positif
shopee sangan batu sayang kadang barang yg g sesuai gambar yg diposting harap baik trs toko toko klu jual lan tu yg amanah klu barang g sesuai gambar harap g kirim,positif
,positif
pesan dah dc dekat alamat paket dc kota jual kayak gin estimasi tiba tanggal tanggal paketny,negatif
sen barang batalin shopee nya beli barang nya mahal gak banget batalin,negatif
baik,positif
check,negatif
akun nonaktif cod gitu aja cuman tolak paket dompet kirim udah telat kaga kirim toko alhasil beli toko owner kaga amanah aja lindung gilir coustumer kaga respon,negatif
barang sesuai dg pesan,positif
alhamdulillah beli cod banyak lancar yg hujan watu mesti tdk vocer shopee,positif
ok,positif
shopee layan yg,positif
puas shopee,positif
butuh bunos,netral
tolong iklan nya,negatif
bantu,positif
kak buka beranda belanja muncul halaman sedia baca muat ulang si jd kesel,positif
bagus beli barang makan,positif
jooos,positif
trims shopee,positif
suka,positif
aplikasi terlopelope,positif
mantap jos,positif
good seller,positif
bagus sih bintang kali pesan barang barang nggak nyampe kembali jual garansi udh nunggu barang aja nggak kembali jual,netral
suka co shopee,positif
suka aplikasi,positif
biar bintang,positif
mantap jiwa,positif
kwalitas barang shapi bagus yg laen,positif
aplikasi ckp bagus tolong banyakin gratis ongkir nya,positif
senang belanja shopee tinggal pilih chek out nunggu bang kurir ngantar barang lemah barang pajang orang toko sesuai kirim,positif
,positif
respon,positif
keranjang ngebug pas buka barang udah kasih keranjang gak menu utama perbaikin,negatif
pilih expedisi nya paku spx kembali apk shopee mode bebas pilih ekspedisi ribet yasudah auto hapus apk nya see u shopee,negatif
prasaan bayar ga telat bayar tpi knapa mslah sbaliknya aju tolak udah gitu limit,negatif
,positif
guna,positif
lumayan,positif
bagus bantu daerah ga helm harga,positif
aplikasi lambat pengirimanya tunda melulu april april paling ape semingu paket nya datng nya sawal nya suda paket nya dateng ap,positif
bagus,positif
beli shopee mudah yg,positif
shoope is the best,positif
puas,positif
aplikasi mantap banget,positif
shopee foodnya gmna sih kali order makan ga driver censl sistem ros,negatif
good,positif
udah apus apk muncul iklan apalgi game gk iklan kayak gitu saudara beli drone shoope dateng botol minum harga ribu udah muak iklan gk ilangin mohon hilang iklan apk shoope gk ganggu orang gk sih kesel gk niat tu download ortu udah downld hp,negatif
good,positif
mantap,positif
,positif
layan nya,positif
j t non aktif kirim kecewa berat putus kontrak j t j t kirim cepat,negatif
bagus banget aplikasi,positif
puas layan shopee,positif
tahan tingkat promo promo tarik,positif
h dah minggu,negatif
amanah,positif
layan cpt jaga konsumen alam yg kecewa reseler bgt barang kembali uang lgs terima,positif
mantap,positif
suka dgn shopee,positif
tlg tertib jual jual yg tdk barang yg jual barang yg palsu shopee nama yg belanja online,positif
biaya admin jual nya mahal,negatif
bagus banget,positif
woy aplikasi lu lot bgt gw buka lazada lancar ae gilir buka sophee delay muter loading bener udah bolak hapus cache ae bener,negatif
suka telat suka,positif
rugi,negatif
developer shopee fitur capit premium tolong hapus main unsur judi bayar koin perak harap hadiah tolong ajar masyarakat judi kecil kalo kasih hadiah pakai pasang pasang koin trimakasih perhati,negatif
jossss gandos,positif
allhamdulilah,positif
bantu,positif
good,positif
smua lengkap ga nyaman belanja tp harga murah shopee konsumen belanja untung,positif
yaa,positif
joooooooosss,positif
bagussss,positif
shopee,positif
ok,positif
bagus kadang kena tipuu,positif
keren,positif
bantu produk,positif
proses bayar cepat selesai pokok puas deh belanja shopee,positif
tinggal shope gilir karna kirim yg super,negatif
luv,positif
puas belanja shopee ga udh member platinum hee,positif
shopee kirim,negatif
,positif
percaya tp kemarin tipu jual dshopee yg beli dentova yg kotak kosong astagfirullah saran baik jual spt dblock aza ya shopee tdk korban yg salah khilaf mohon maaf,positif
shopee belanja baik akurat,positif
paket udah pakai jasa kirim spx jasa kirim jnt gak badal jnt jasa kirim cepat,positif
ok and good,positif
ok,positif
jelek bgt,negatif
mudah transaksi,positif
,positif
dear shopee dark mode aplikasi kaya udah fitur shopee terang banget kek cahaya ilahi bikin silap mata pakai malem malem dark mode enak ngurangin capek mata ngirit baterai pake hp oled tolong cepat tambahin fitur simpel guna thanks,negatif
ok,positif
gamenya si seru malesnya suruh bayar mulu kalah hadeuuh,netral
tas unik suka lucu,positif
good,positif
barang nya sesuai bagus bangget,positif
biaya layan mahal beli capai up,negatif
ok,positif
knpa top up shopee pay ga ka nge leg aja ga buka,positif
rakyat,positif
kirim nya daerah,positif
dirkon yg murah,positif
mudah cari barang gaada offline store harga harga nya jangkau,positif
mantab,positif
ok,positif
suka deh belanja,positif
bagus recommended,positif
alhamdulillah,positif
mudah cari yg,positif
barang sesuai yg iklan,positif
bantu,positif
,positif
the best,positif
rekomendasi shopee,positif
tdk download,netral
hehe not bad,positif
oke,positif
bang dapet barang,positif
ok,positif
toko baik dn aman,positif
puas belanja shopee,positif
aplikasi budak modern mitra driver shopefood spx,negatif
bantu belanja,positif
keluar jnt shopee hancur toko online besar nomor indonesia angin segar toko online belah,netral
keren,positif
terimakasih cipta shoope,positif
suka bepanja shopee krn yg harga murah drpd toko kadang sesuai expektasi bbrp seller amanah promosi dagang tp yg amanah koq,positif
puas belanja shopee,positif
kirim cepat suka,positif
shopee in the best,positif
good,positif
good,positif
amanah gratis ongkir,positif
mantap kirim cepat y kk,positif
ok,positif
belanja online aman nyaman,positif
shopee bantu konsumen barang yg butuh mudah harga jangkau,positif
suka belanja suka karna gak belanja vocer discount sebab gak,negatif
baguss,positif
amazing prepect,positif
good,positif
shopee percaya aman bantu mudah belanja online butuh belanja bijak belanja shopee shopeelive shopeevideo voucher diskon harga gratis ongkir hemat kirim cepat terima kasih shopee,positif
aplikasi baik belanja online kecewa kirim cepat jual amanah kurir ramah minus spinjam ngajuin langsung acc minggu jatuh tempo langsung lunas pinjam tolak aneh bayar sesuai seblum jatuh tempo limit spaylater ga bayar aman minus nya misi kredit skore ga ubah belanja misi ga ubah,positif
kirim cepat,positif
bagus,positif
bagus mudah mageran malas belanja hehe pokok langgan belanja shopee,positif
cepet murah,positif
tolong spx kirim tolong update cepat,netral
ku kasih bintang habis duit,positif
kirim banget barang sampe gak sesuai estimasi sortir nya hari kurir nganter barang gak sampe hari kalo kaya gin seller buyer bener bener rugi tolong baik kirim nya,negatif
bagus,positif
keren,positif
top dah shopee,positif
jaga amanah pesan,positif
suka beli barang barang shopee,positif
bagus puas belanja shope barang sesui,positif
bantu pasu,positif
barang sungguh mantap mantap tap mar mantap guritap mantap tap,positif
suport konsumen,positif
tgl kirim udh serah jasa kirim tgl blom proses payah,netral
shopee is good,positif
shopee sdh bagus nggak akses tunanetra yaaa guna shopee tunanetra mohon baik tolong kerja jnt terimakasih moga saran terima,positif
moga selernya slalu amanah biar langgan shoppe tdk kabur toko belah free ongkirnya tingkat lg org blanja nyarinya free ongkir full,positif
shopee is the bast,positif
mantaf belanja dishopee,positif
bikin iklan jebak tanda silang pojok kanan tipu kali udah gitu tambah tanda baterai lemah maksud ken laku aplikasi murahin barang barang iklan kebut barang barang mahal pecat aja bikin desain iklan iklan penuh jebak,positif
bagus,positif
aplikasi bagus,positif
suka banget belanja shopee,positif
cocok beli,positif
mall baik,positif
adain bayar pakai dana gopay macam pls,positif
emang shopee mantap pelayananan nya banding aplikasi kurir aktif hubung langgan hubung toko toko yg gabung shopee amanah jaga percaya toko sophee sukses maju shopee saran sy terima produk toko yg tdk original ut gabung shopee,positif
gantung pesan bagus ori,positif
shofeepay bantu terimakasih,positif
aplikasi ngebug gajelas,negatif
mantap,positif
wilayah pakai kurir spx kecewa jarang antar rumah kalo kurir spt jnt bagus aja,positif
mantap,positif
limit spaylater pakai shopee tahun bayar belanja malas pakai kalah aplikasi belah cepet naik,negatif
akun spaylater mas beku udah thun udah lunas,negatif
keren pkok nya,positif
bagus doang gw buka barang shop ga sinyal gw aman aja gw rating klo g bug ni apk,negatif
belanja shopee puas bgt cashback voucher ongkir,positif
minus nya klo bayar langsung proses klo cod proses cepet wkwk,positif
mudah belanja harga jg murce,positif
shoope error gimanaa mesen barang halaman muat,negatif
bagus sesuai,positif
,positif
gajelas,negatif
dlu yaaa,negatif
gabisa cod,positif
tolong baik antar nya suka telat bgt,positif
bagus banget ok poko na bagus de,positif
emang belanja shopee harga jangkau tapi sayang nya nggak bonus belanja terus nggak bonus gratis ongkir,netral
oke,positif
belanja cepat layan,positif
shooping santai,positif
shopee no depan suka banget dah pkok nya aolikasi inj,positif
muas,positif
shopee ya barang fi shopee seringkali sesuai iklan,positif
sagat memuwaskan,positif
bikin abis duet nie aplikasi tpi sukakk luvv,positif
cs gak becus kerja retur maret april tdk nanganin ujung nya suruh ambil gudang peak,negatif
shopee keren,positif
mantapp diskon mulu penegiriman cepat,positif
ok,positif
aplikasi inih bikin hp sayah rusak banget iklan aplikasi inih bikin rusak bikin ngebleng ngekris,negatif
mantap,positif
mantabbb,netral
mmbantu,positif
tolol anking,positif
keren,positif
berat geser gerak video animasi ram imbang ilah tengah bawa lihat luar app isi konten nya video teks lancar mohon maaf terima kasih,positif
shopee suka,positif
shopee ok mantab,positif
paya gak ngasi pinjam undur dasar jelek,negatif
tolong baik ongkos driver kasi udah gtu pake instan brasa pake samday driver bikin titik antar aplikasi driver instan nya niat hati sen instan buru driver nganter titik harga kirim mahal antar kaya samday,negatif
harga murah kirim cepat barang sesuai iklan,positif
kangen sopi yamg suka dapet sopipay koin,netral
puas belanja shopee,positif
lot x aplikasi y jaring udah pull,negatif
ok,positif
nyaman shoping keranjang orens shopee voucher gratis ongkir kurir spx udh langgan candu cek out mulu apk nyala suami cari uang,positif
aplikasi shopee yg lindung konsumen jual yg nakal,positif
bagus mantap diskon koin koin nya,positif
kirim spx sampah telat estimasi alas kirim tunda foto bukti paket area rumah kurir wa telpon nomor telpon tera,negatif
bantu shopee kali kecewa olshop barang sesuai pes tolong perhati lapor konsumen rugi olshop amanah,positif
manfaat,positif
mudah cari barang,positif
bagus percaya,positif
aman aja layan shopee,positif
bagus cod kirim tdk lambat tp sayang msh aja oknum yg atas nama admin shoope tipu dg alas pakai spaylater penting tagih beban aq shoope tindak cari oknum tsb aq foto nama shoope tagih tdk beban konsumen shoope,positif
cepat aman murahh,positif
barang shopee mantap,positif
cok iklan mu lo pencet silang mlebu aplikasi gatel,negatif
shoppe emang the best,positif
sesuai butuh slalu sedia,positif
puas belanja shopee live,positif
saran coba saring teliti jual yg amana dgn sesuai barang yg jual bru beli was was tipu,positif
terkadang bagus cepat kadang ya gitu kurir kali barang telat estimasi yg tentu contohmya kaya skrng ku ngalamin,positif
aplikasi ok harga murah toko olshop layan bagus fitur lengkap dukung ekspedisi handal bintang shopee,positif
bagus,positif
bagus layan,positif
good job,positif
layan shopee keren,positif
ok,positif
bikin susah cari driver lapaaarrrrrrrr,negatif
mantab min kalo banyakin gratis ongkirnya biar cekout,positif
bagus,positif
gratis ongkir minimal belanja,positif
ok,positif
apk berat maksa banget nonton video,negatif
iklan jengkel,negatif
bantu,positif
,positif
shopee is the best,positif
suka shopee promo diskon,positif
kenapaa gabisa bayar pake danaa bgtt pake spay yaa kalo saldo dana tf spay tf nya pake ktp ribett kadang suka diisiin dana ayah ribet minn tolong bgt tambahin opsi danaaaa,positif
update sih versi susah banget buka kali update ok akun shopee punya gak buka,negatif
kyk nya kirim nya cpet pake jnt deh,positif
kecewa pesan batal,negatif
shopee berattt aplikasi yg lemott jaring gua yg disalahinn,negatif
apk gj pktku btlin ak g pke sistem cod krna pkt yg btlin dri shopee apkny yg btlin akun ku jga yg kna imbasny,negatif
shopee harga discount nya murah,positif
shopeefood,negatif
bagus,positif
coba gk bayar cod,negatif
layan bagus barang,positif
shope mantap,positif
kapitalis sistem nya bikin driver sengsara,negatif
harga murah pelatanan prima,positif
pokok nya yes,positif
bagus,positif
mantab moga sukses amanah,positif
good luck,netral
belanja shopee pokok baik deh,positif
,positif
aplikasi jahat pro manja buyer problematik seller gencet mati mati bijak brutal,negatif
shpoee bantu kirim cepat,positif
kacamata cowok umur th suwaji,positif
aplikasi bagus,positif
puas pake shopee gratis bonus,positif
puas,positif
aman,positif
bagus,positif
please add dark mode,netral
mantap,positif
terimakasih shopee patner belanja baik,positif
,positif
senang,positif
jelek,negatif
sih notifikasi shoppe delay banget masak beli nanya notifikasi nya menit langgan gak beli karna lambat respon notifnya serba lambat buka apk kadang lelet lelet jaring ok ok aja mohon tingkat ya dah topup iklan kek gin gak enak baik ya depan biar notifikasi gak delay sumpah bikin rugi bangt,netral
belanja dishopi muas,positif
baguss,positif
mantap,positif
tambahin bayar via dana ga relate bngt,negatif
shopee tolong kondisi buka shopee langsung live video berisik buka shopee langsung belanja lihat orang livestreaming,netral
jelek bngt daftar spaylatter susah,negatif
hei min akun log out login gk ganggu ganti password susah dapet sistem ganggu benerin akun log out,negatif
aplikasi bagus jasa kirim kadang eror pagi sore via chat tau kirim jadwal ulang bilang bayar titip rekan tuju ya inti komunikasi mas kirim,positif
rulesnya pihak seller fitur blokir buyer hilang hapus rating ga tuju buyer,negatif
ok,positif
ga tau bintang,positif
belanja shopee tuh murah gratis ongkir,positif
apikasi bantu kadang kalo ga daerah dekat cari shopee apalagi diskon vouchernyaa kaum dang mending pasti cocok sii hehehe,positif
bagus layan,positif
pokonyh puas belanja shopee,positif
mantab,positif
aplikasi bagus kawan suka bingung sen kopi shopee ribu ribu bingung kawan gapapa aplikasi bagus,positif
bgus,positif
mantab,positif
puas banget,positif
shopee beli barang belanja online non cod non cash on delivery bayar beli jual milik rekening perban milik investasi janji kerjasama bisnis buku transaksi selesai selesai sistematis berat beli jual kurir bayar beda cod non cod non cod uang negara terkonve,positif
order tanggal kirim chat jual kemarin kemarin usaha kirim kirim aju batal tolak jual chat cs shopee solusi suruh nunggu haduh peepee rugi nih batal otomatis duit,negatif
kirim,negatif
barang palsu gak sesuai,negatif
pop up livenya maksa bgt tolong org udah pencet tombol x tetep masuk video risih sm po up live yg maksa nonton pdhl fokus lihat detail produk ganggu mulu,negatif
mudah cepat,positif
mantap bagus bgt apk cuman tinggal klik dh selesai lgi,positif
bagussss produk murah murah kualitas cs nya ramah ramah baguss deh poko,positif
guna,positif
shopeefood nyari driver nya banget ya udah coba toko cari driver mulu,netral
ongkir jangkau kalo gratis ongkir,positif
shopee oke bnget,positif
sukses shope,positif
bantu apl shopie nya mudah belanja online nya,positif
harga bagus service bagus kirim lambat dibatalin ga tolak ga bener lazada aja,positif
mantap,positif
mantap juwaa,positif
bagus,positif
bagus,positif
perkara barang cancel cod lgsung ngk aktif lgi jdi puas belanja,netral
aplikasi berat load tarif tf gede plus layan shopee foodnya jelek bgt x nyoba order ga ketemu driver gtu hapus aja fiturnya,negatif
,positif
good,positif
tolong fitur shopee premium biar beli barang yg blokir,netral
cihuyy,positif
kembang update,positif
shopee cepat,positif
puas pokok pesan sesuai deskripsi,positif
mantap,positif
muncul event diskon tanggal,negatif
shopee pngirimn kilat number one,positif
tarik tampil bagus lihat,positif
suka,positif
mudah belanja,positif
semi profesional,negatif
ok,positif
gampang pesan seuatu aplikasi,positif
bnyak jual jual barang rusak cari barang sesuai,negatif
jos,positif
kerenkoh kosaya tidabisa donlotya,positif
mudah murah belanja aplikasi gratis ongkir rp aplikasi belah ubah ongkir nya mahal,positif
goddd keren,positif
kasih bintang mesan shopee food kali cari driver nya mohon defoloper baik,netral
bagus,positif
paaraaaahhhh gedegg jelek spx express pengirimanx lambatt payah spx,negatif
puas bgt,positif
bagus banget,positif
tolong jual memory hp palsu tolong shopee toko toko jual memori hp palsu blokir terima kasih,negatif
bantu mudah cari barang yg,positif
mantap gratis ongkir nya,positif
shopee kakean atur,negatif
kecewa karna paylater beku mesti yg tanggung yg percaya,negatif
udah gila shopee putus kerja j t gw yg pulau nusa lembongan kena dampak tau nggak expedisi yg tuh lot gw pake shopee express bulan paket gw nyampe gak cuman pulau expedisi yg andelin jnt fix pindah market place yg bye bye shopee,negatif
